stock_code,target_month,model,sigma,sigma_source,n_residuals_product,abc_class,zero_mad
23176,2011-07,M1_linear,43.219446,abc_group,3,B,False
23177,2011-07,M1_linear,43.219446,abc_group,3,B,False
23178,2011-07,M1_linear,21.563361,abc_group,3,C,False
23179,2011-07,M1_linear,21.563361,abc_group,3,C,False
23180,2011-07,M1_linear,21.563361,abc_group,3,C,False
23181,2011-07,M1_linear,21.563361,abc_group,3,C,False
23182,2011-07,M1_linear,43.219446,abc_group,3,B,False
23183,2011-07,M1_linear,21.563361,abc_group,3,C,False
23184,2011-07,M1_linear,43.219446,abc_group,3,B,False
23185,2011-07,M1_linear,21.563361,abc_group,3,C,False
23186,2011-07,M1_linear,21.563361,abc_group,3,C,False
23187,2011-07,M1_linear,21.563361,abc_group,3,C,False
23188,2011-07,M1_linear,21.563361,abc_group,0,C,False
23190,2011-07,M1_linear,21.563361,abc_group,1,C,False
23191,2011-07,M1_linear,21.563361,abc_group,1,C,False
23192,2011-07,M1_linear,21.563361,abc_group,1,C,False
23193,2011-07,M1_linear,43.219446,abc_group,3,B,False
23194,2011-07,M1_linear,43.219446,abc_group,3,B,False
23196,2011-07,M1_linear,21.563361,abc_group,0,C,False
23197,2011-07,M1_linear,21.563361,abc_group,0,C,False
23198,2011-07,M1_linear,21.563361,abc_group,0,C,False
23199,2011-07,M1_linear,116.260173,abc_group,2,A,False
23200,2011-07,M1_linear,43.219446,abc_group,1,B,False
23201,2011-07,M1_linear,116.260173,abc_group,2,A,False
23202,2011-07,M1_linear,116.260173,abc_group,1,A,False
23203,2011-07,M1_linear,116.260173,abc_group,1,A,False
23204,2011-07,M1_linear,43.219446,abc_group,2,B,False
23205,2011-07,M1_linear,43.219446,abc_group,2,B,False
23206,2011-07,M1_linear,116.260173,abc_group,2,A,False
23207,2011-07,M1_linear,43.219446,abc_group,2,B,False
23208,2011-07,M1_linear,43.219446,abc_group,2,B,False
23209,2011-07,M1_linear,116.260173,abc_group,1,A,False
23210,2011-07,M1_linear,21.563361,abc_group,0,C,False
23211,2011-07,M1_linear,21.563361,abc_group,0,C,False
23212,2011-07,M1_linear,21.563361,abc_group,0,C,False
23213,2011-07,M1_linear,21.563361,abc_group,0,C,False
23214,2011-07,M1_linear,21.563361,abc_group,0,C,False
23215,2011-07,M1_linear,21.563361,abc_group,0,C,False
23216,2011-07,M1_linear,21.563361,abc_group,0,C,False
23217,2011-07,M1_linear,21.563361,abc_group,0,C,False
23219,2011-07,M1_linear,21.563361,abc_group,0,C,False
23220,2011-07,M1_linear,21.563361,abc_group,0,C,False
23221,2011-07,M1_linear,21.563361,abc_group,1,C,False
23222,2011-07,M1_linear,21.563361,abc_group,0,C,False
23223,2011-07,M1_linear,21.563361,abc_group,0,C,False
23224,2011-07,M1_linear,21.563361,abc_group,0,C,False
23225,2011-07,M1_linear,21.563361,abc_group,0,C,False
23226,2011-07,M1_linear,21.563361,abc_group,1,C,False
23227,2011-07,M1_linear,21.563361,abc_group,1,C,False
23228,2011-07,M1_linear,21.563361,abc_group,1,C,False
23229,2011-07,M1_linear,21.563361,abc_group,0,C,False
23230,2011-07,M1_linear,43.219446,abc_group,5,B,False
23231,2011-07,M1_linear,43.219446,abc_group,5,B,False
23232,2011-07,M1_linear,43.219446,abc_group,5,B,False
23233,2011-07,M1_linear,21.563361,abc_group,5,C,False
23234,2011-07,M1_linear,21.563361,abc_group,0,C,False
23235,2011-07,M1_linear,21.563361,abc_group,0,C,False
23236,2011-07,M1_linear,21.563361,abc_group,0,C,False
23237,2011-07,M1_linear,21.563361,abc_group,0,C,False
23238,2011-07,M1_linear,21.563361,abc_group,0,C,False
23239,2011-07,M1_linear,21.563361,abc_group,0,C,False
23240,2011-07,M1_linear,21.563361,abc_group,0,C,False
23241,2011-07,M1_linear,21.563361,abc_group,0,C,False
23242,2011-07,M1_linear,21.563361,abc_group,0,C,False
23243,2011-07,M1_linear,21.563361,abc_group,0,C,False
23244,2011-07,M1_linear,21.563361,abc_group,0,C,False
23245,2011-07,M1_linear,21.563361,abc_group,0,C,False
23247,2011-07,M1_linear,21.563361,abc_group,0,C,False
23249,2011-07,M1_linear,21.563361,abc_group,0,C,False
23250,2011-07,M1_linear,21.563361,abc_group,0,C,False
23251,2011-07,M1_linear,21.563361,abc_group,0,C,False
23252,2011-07,M1_linear,21.563361,abc_group,0,C,False
23253,2011-07,M1_linear,43.219446,abc_group,2,B,False
23254,2011-07,M1_linear,43.219446,abc_group,2,B,False
23255,2011-07,M1_linear,43.219446,abc_group,2,B,False
23256,2011-07,M1_linear,43.219446,abc_group,2,B,False
23263,2011-07,M1_linear,21.563361,abc_group,0,C,False
23264,2011-07,M1_linear,21.563361,abc_group,0,C,False
23265,2011-07,M1_linear,21.563361,abc_group,0,C,False
23266,2011-07,M1_linear,21.563361,abc_group,0,C,False
23267,2011-07,M1_linear,21.563361,abc_group,0,C,False
23268,2011-07,M1_linear,21.563361,abc_group,0,C,False
23269,2011-07,M1_linear,21.563361,abc_group,0,C,False
23270,2011-07,M1_linear,21.563361,abc_group,0,C,False
23271,2011-07,M1_linear,21.563361,abc_group,0,C,False
23272,2011-07,M1_linear,21.563361,abc_group,0,C,False
23273,2011-07,M1_linear,21.563361,abc_group,0,C,False
23274,2011-07,M1_linear,21.563361,abc_group,0,C,False
23275,2011-07,M1_linear,21.563361,abc_group,0,C,False
23280,2011-07,M1_linear,21.563361,abc_group,1,C,False
23281,2011-07,M1_linear,21.563361,abc_group,1,C,False
23282,2011-07,M1_linear,21.563361,abc_group,1,C,False
23283,2011-07,M1_linear,43.219446,abc_group,2,B,False
23284,2011-07,M1_linear,116.260173,abc_group,2,A,False
23285,2011-07,M1_linear,21.563361,abc_group,0,C,False
23286,2011-07,M1_linear,21.563361,abc_group,0,C,False
23287,2011-07,M1_linear,21.563361,abc_group,0,C,False
23288,2011-07,M1_linear,21.563361,abc_group,0,C,False
23289,2011-07,M1_linear,21.563361,abc_group,0,C,False
23290,2011-07,M1_linear,21.563361,abc_group,0,C,False
23291,2011-07,M1_linear,21.563361,abc_group,0,C,False
23292,2011-07,M1_linear,21.563361,abc_group,0,C,False
23298,2011-07,M1_linear,116.260173,abc_group,1,A,False
23299,2011-07,M1_linear,43.219446,abc_group,1,B,False
23300,2011-07,M1_linear,43.219446,abc_group,1,B,False
23301,2011-07,M1_linear,43.219446,abc_group,1,B,False
23302,2011-07,M1_linear,21.563361,abc_group,1,C,False
23306,2011-07,M1_linear,21.563361,abc_group,0,C,False
23307,2011-07,M1_linear,21.563361,abc_group,0,C,False
23308,2011-07,M1_linear,21.563361,abc_group,0,C,False
23309,2011-07,M1_linear,21.563361,abc_group,0,C,False
23310,2011-07,M1_linear,21.563361,abc_group,0,C,False
23315,2011-07,M1_linear,21.563361,abc_group,0,C,False
23316,2011-07,M1_linear,21.563361,abc_group,0,C,False
23317,2011-07,M1_linear,21.563361,abc_group,0,C,False
23321,2011-07,M1_linear,21.563361,abc_group,0,C,False
23322,2011-07,M1_linear,21.563361,abc_group,0,C,False
23323,2011-07,M1_linear,21.563361,abc_group,0,C,False
23335,2011-07,M1_linear,21.563361,abc_group,0,C,False
23336,2011-07,M1_linear,21.563361,abc_group,0,C,False
23337,2011-07,M1_linear,21.563361,abc_group,0,C,False
23338,2011-07,M1_linear,21.563361,abc_group,0,C,False
23339,2011-07,M1_linear,21.563361,abc_group,0,C,False
23341,2011-07,M1_linear,21.563361,abc_group,0,C,False
23342,2011-07,M1_linear,21.563361,abc_group,0,C,False
23343,2011-07,M1_linear,21.563361,abc_group,0,C,False
23344,2011-07,M1_linear,21.563361,abc_group,0,C,False
23348,2011-07,M1_linear,21.563361,abc_group,2,C,False
23444,2011-07,M1_linear,21.563361,abc_group,1,C,False
35001G,2011-07,M1_linear,8.895600,product,13,B,False
35004B,2011-07,M1_linear,65.234400,product,13,A,False
35004C,2011-07,M1_linear,85.313775,product,13,A,False
35004G,2011-07,M1_linear,16.308600,product,13,B,False
35095A,2011-07,M1_linear,32.766234,product,13,C,False
35095B,2011-07,M1_linear,55.196783,product,13,C,False
35241,2011-07,M1_linear,26.686800,product,13,B,False
35265,2011-07,M1_linear,35.650321,product,13,C,False
35400,2011-07,M1_linear,44.135037,product,13,A,False
35443,2011-07,M1_linear,1.482600,product,13,C,False
35471D,2011-07,M1_linear,22.667797,product,13,C,False
35598B,2011-07,M1_linear,38.547600,product,13,C,False
35598D,2011-07,M1_linear,24.901369,product,13,C,False
35599D,2011-07,M1_linear,15.285214,product,13,B,False
35607A,2011-07,M1_linear,10.220902,product,13,C,False
35607B,2011-07,M1_linear,27.116539,product,13,C,False
35637A,2011-07,M1_linear,13.343400,product,13,B,False
35637C,2011-07,M1_linear,2.965200,product,13,C,False
35638A,2011-07,M1_linear,5.335558,product,6,C,False
35646,2011-07,M1_linear,30.641152,product,13,C,False
35647,2011-07,M1_linear,17.791200,product,13,C,False
35648,2011-07,M1_linear,54.128296,product,13,C,False
35649,2011-07,M1_linear,36.054894,product,13,B,False
35651,2011-07,M1_linear,31.825839,product,11,C,False
35653,2011-07,M1_linear,13.343400,product,13,C,False
35809A,2011-07,M1_linear,113.589648,product,13,B,False
35809B,2011-07,M1_linear,38.200226,product,11,C,False
35810A,2011-07,M1_linear,79.079857,product,13,B,False
35810B,2011-07,M1_linear,32.698887,product,13,C,False
35815P,2011-07,M1_linear,38.591845,product,8,C,False
35818P,2011-07,M1_linear,26.175107,product,13,C,False
35819B,2011-07,M1_linear,17.608404,product,13,C,False
35833P,2011-07,M1_linear,11.860800,product,11,C,False
35909A,2011-07,M1_linear,13.878342,product,9,C,False
35909B,2011-07,M1_linear,4.468279,product,10,C,False
35910A,2011-07,M1_linear,14.506912,product,13,C,False
35910B,2011-07,M1_linear,20.479544,product,6,C,False
35911A,2011-07,M1_linear,52.442475,product,13,C,False
35911B,2011-07,M1_linear,7.133853,product,13,C,False
35912B,2011-07,M1_linear,46.435584,product,13,C,False
35913B,2011-07,M1_linear,27.155146,product,13,C,False
35914,2011-07,M1_linear,37.937617,product,13,C,False
35915B,2011-07,M1_linear,42.185370,product,13,C,False
35915C,2011-07,M1_linear,39.061169,product,13,C,False
35916A,2011-07,M1_linear,2.965200,product,13,C,False
35916B,2011-07,M1_linear,22.239000,product,13,C,False
35916C,2011-07,M1_linear,17.791200,product,13,C,False
35920,2011-07,M1_linear,11.943248,product,9,C,False
35921,2011-07,M1_linear,44.360810,product,13,C,False
35922,2011-07,M1_linear,10.378200,product,13,C,False
35923,2011-07,M1_linear,8.095411,product,13,C,False
35924,2011-07,M1_linear,61.896978,product,13,A,False
35933,2011-07,M1_linear,21.141638,product,10,C,False
35953,2011-07,M1_linear,3.972778,product,11,C,False
35954,2011-07,M1_linear,40.949861,product,12,C,False
35957,2011-07,M1_linear,190.792638,product,13,B,False
35961,2011-07,M1_linear,469.411140,product,13,A,False
35964,2011-07,M1_linear,27.322877,product,12,C,False
35965,2011-07,M1_linear,37.065000,product,13,B,False
35966,2011-07,M1_linear,0.000000,product,11,C,True
35967,2011-07,M1_linear,17.791200,product,13,C,False
35968,2011-07,M1_linear,32.062228,product,13,C,False
35970,2011-07,M1_linear,270.379656,product,13,A,False
35971,2011-07,M1_linear,45.924738,product,13,B,False
35972,2011-07,M1_linear,8.739354,product,13,C,False
37327,2011-07,M1_linear,69.967408,product,13,C,False
37330,2011-07,M1_linear,38.943476,product,13,B,False
37333,2011-07,M1_linear,14.826000,product,13,C,False
37340,2011-07,M1_linear,138.095437,product,13,B,False
37342,2011-07,M1_linear,62.338869,product,13,B,False
37343,2011-07,M1_linear,41.136371,product,13,B,False
37351,2011-07,M1_linear,22.280505,product,13,C,False
37370,2011-07,M1_linear,187.106192,product,13,A,False
37379A,2011-07,M1_linear,8.037750,product,11,C,False
37413,2011-07,M1_linear,21.563361,abc_group,4,C,False
37423,2011-07,M1_linear,41.221929,product,13,C,False
37444A,2011-07,M1_linear,19.273800,product,13,C,False
37444B,2011-07,M1_linear,1.482600,product,13,C,False
37444C,2011-07,M1_linear,11.860800,product,13,C,False
37446,2011-07,M1_linear,117.038932,product,13,A,False
37447,2011-07,M1_linear,68.845205,product,13,A,False
37448,2011-07,M1_linear,27.967059,product,13,A,False
37449,2011-07,M1_linear,69.012818,product,13,A,False
37450,2011-07,M1_linear,68.304600,product,13,A,False
37462E,2011-07,M1_linear,14.271211,product,13,C,False
37467,2011-07,M1_linear,26.614592,product,13,C,False
37468,2011-07,M1_linear,19.693516,product,6,C,False
37471,2011-07,M1_linear,37.064999,product,12,C,False
37475,2011-07,M1_linear,5.930400,product,13,C,False
37476,2011-07,M1_linear,11.984861,product,13,B,False
37479B,2011-07,M1_linear,43.683539,product,13,B,False
37479P,2011-07,M1_linear,52.948909,product,12,C,False
37482P,2011-07,M1_linear,52.326993,product,13,B,False
37487B,2011-07,M1_linear,21.563361,abc_group,2,C,False
37488A,2011-07,M1_linear,23.018806,product,8,C,False
37489A,2011-07,M1_linear,24.253850,product,13,C,False
37489B,2011-07,M1_linear,37.762557,product,13,C,False
37489C,2011-07,M1_linear,11.737406,product,10,C,False
37489D,2011-07,M1_linear,54.265057,product,13,C,False
37491A,2011-07,M1_linear,4.447800,product,13,C,False
37491D,2011-07,M1_linear,18.876833,product,13,C,False
37495,2011-07,M1_linear,72.255040,product,13,A,False
37500,2011-07,M1_linear,35.000818,product,13,A,False
37501,2011-07,M1_linear,30.696528,product,13,A,False
40001,2011-07,M1_linear,95.492691,product,13,B,False
40003,2011-07,M1_linear,104.756259,product,13,B,False
40016,2011-07,M1_linear,321.515830,product,13,A,False
40046A,2011-07,M1_linear,41.175071,product,13,C,False
44089A,2011-07,M1_linear,34.033658,product,13,C,False
44089C,2011-07,M1_linear,30.865888,product,13,C,False
44091A,2011-07,M1_linear,25.640384,product,11,C,False
44092B,2011-07,M1_linear,54.292594,product,10,C,False
44092C,2011-07,M1_linear,32.858344,product,11,C,False
44234,2011-07,M1_linear,22.239000,product,13,C,False
44235,2011-07,M1_linear,40.374241,product,13,C,False
44236,2011-07,M1_linear,28.146980,product,13,C,False
44242B,2011-07,M1_linear,50.718642,product,13,C,False
44265,2011-07,M1_linear,18.625356,product,11,C,False
45013,2011-07,M1_linear,41.238737,product,13,C,False
46000M,2011-07,M1_linear,48.167009,product,13,B,False
46000P,2011-07,M1_linear,8.895600,product,13,C,False
46000R,2011-07,M1_linear,20.756400,product,13,C,False
46000S,2011-07,M1_linear,86.629593,product,13,A,False
46000U,2011-07,M1_linear,7.774170,product,13,C,False
46115B,2011-07,M1_linear,44.018126,product,13,C,False
46118,2011-07,M1_linear,27.353340,product,13,C,False
46126A,2011-07,M1_linear,11.395015,product,13,C,False
46138B,2011-07,M1_linear,24.330963,product,13,C,False
46775D,2011-07,M1_linear,5.930400,product,13,B,False
46776A,2011-07,M1_linear,4.447800,product,13,C,False
46776B,2011-07,M1_linear,4.447800,product,13,C,False
46776C,2011-07,M1_linear,13.343400,product,13,C,False
46776D,2011-07,M1_linear,4.447800,product,13,C,False
46776E,2011-07,M1_linear,4.853449,product,13,C,False
46776F,2011-07,M1_linear,9.344870,product,13,B,False
47013A,2011-07,M1_linear,23.595500,product,13,C,False
47013C,2011-07,M1_linear,24.267304,product,13,C,False
47021G,2011-07,M1_linear,18.014124,product,13,C,False
47310M,2011-07,M1_linear,28.351352,product,13,C,False
47341A,2011-07,M1_linear,22.052814,product,9,C,False
47341B,2011-07,M1_linear,32.200086,product,9,C,False
47343A,2011-07,M1_linear,32.042525,product,13,C,False
47344B,2011-07,M1_linear,43.099688,product,11,C,False
47348A,2011-07,M1_linear,34.306112,product,11,C,False
47351B,2011-07,M1_linear,37.221160,product,13,C,False
47367B,2011-07,M1_linear,13.343400,product,13,C,False
47369A,2011-07,M1_linear,56.743102,product,13,C,False
47369B,2011-07,M1_linear,17.243749,product,13,C,False
47420,2011-07,M1_linear,20.041159,product,13,C,False
47421,2011-07,M1_linear,39.399162,product,13,C,False
47422,2011-07,M1_linear,95.231442,product,13,C,False
47469,2011-07,M1_linear,41.676369,product,13,C,False
47471,2011-07,M1_linear,25.863748,product,13,C,False
47480,2011-07,M1_linear,70.921317,product,13,B,False
47481,2011-07,M1_linear,17.791200,product,13,C,False
47503A,2011-07,M1_linear,55.158759,product,13,C,False
47503H,2011-07,M1_linear,2.965200,product,13,C,False
47504H,2011-07,M1_linear,17.970587,product,13,C,False
47504K,2011-07,M1_linear,27.376478,product,13,B,False
47518F,2011-07,M1_linear,37.065000,product,13,C,False
47556B,2011-07,M1_linear,202.781350,product,13,A,False
47559B,2011-07,M1_linear,62.145176,product,13,A,False
47563A,2011-07,M1_linear,16.782482,product,13,C,False
47566,2011-07,M1_linear,573.837037,product,13,A,False
47566B,2011-07,M1_linear,146.724407,product,13,A,False
47567B,2011-07,M1_linear,29.296065,product,13,A,False
47570B,2011-07,M1_linear,46.697521,product,13,A,False
47574A,2011-07,M1_linear,41.567507,product,13,C,False
47574B,2011-07,M1_linear,4.447800,product,13,C,False
47578A,2011-07,M1_linear,23.443447,product,13,C,False
47580,2011-07,M1_linear,34.272356,product,13,A,False
47585A,2011-07,M1_linear,39.875537,product,13,B,False
47586A,2011-07,M1_linear,10.979595,product,13,C,False
47589,2011-07,M1_linear,19.456157,product,13,B,False
47590A,2011-07,M1_linear,182.305221,product,13,A,False
47590B,2011-07,M1_linear,208.216608,product,13,A,False
47591B,2011-07,M1_linear,42.404083,product,13,B,False
47591D,2011-07,M1_linear,118.967420,product,13,A,False
47593A,2011-07,M1_linear,20.665840,product,13,C,False
47593B,2011-07,M1_linear,41.627868,product,13,C,False
47594A,2011-07,M1_linear,19.622333,product,13,C,False
47594B,2011-07,M1_linear,10.596505,product,13,C,False
47599A,2011-07,M1_linear,152.966364,product,13,A,False
47599B,2011-07,M1_linear,62.961457,product,13,A,False
48111,2011-07,M1_linear,63.702753,product,13,A,False
48116,2011-07,M1_linear,120.957773,product,13,A,False
48129,2011-07,M1_linear,89.487904,product,13,A,False
48138,2011-07,M1_linear,221.594466,product,13,A,False
48173C,2011-07,M1_linear,91.345006,product,13,A,False
48184,2011-07,M1_linear,70.770477,product,13,A,False
48185,2011-07,M1_linear,212.510540,product,13,A,False
48187,2011-07,M1_linear,205.942163,product,13,A,False
48188,2011-07,M1_linear,218.133362,product,13,A,False
48189,2011-07,M1_linear,36.022661,product,13,A,False
48194,2011-07,M1_linear,162.664780,product,13,A,False
51008,2011-07,M1_linear,78.306221,product,13,A,False
51014A,2011-07,M1_linear,138.061567,product,13,B,False
51014C,2011-07,M1_linear,86.544168,product,13,B,False
51014L,2011-07,M1_linear,63.623952,product,13,B,False
51020A,2011-07,M1_linear,35.582400,product,13,C,False
51020B,2011-07,M1_linear,41.462284,product,13,C,False
62018,2011-07,M1_linear,448.105032,product,13,A,False
62043B,2011-07,M1_linear,25.980586,product,10,C,False
62074B,2011-07,M1_linear,26.060537,product,13,C,False
62086A,2011-07,M1_linear,69.115357,product,13,C,False
62094B,2011-07,M1_linear,11.171668,product,13,C,False
62096A,2011-07,M1_linear,35.582400,product,13,C,False
62096B,2011-07,M1_linear,27.104729,product,13,C,False
62097B,2011-07,M1_linear,25.235257,product,8,C,False
70006,2011-07,M1_linear,63.100656,product,13,A,False
70007,2011-07,M1_linear,52.178362,product,13,B,False
71038,2011-07,M1_linear,32.364443,product,13,B,False
71050,2011-07,M1_linear,49.726523,product,12,C,False
71053,2011-07,M1_linear,124.444722,product,13,A,False
71101E,2011-07,M1_linear,30.900979,product,13,C,False
71143,2011-07,M1_linear,8.330664,product,13,C,False
71215,2011-07,M1_linear,14.826000,product,13,C,False
71270,2011-07,M1_linear,10.378200,product,13,C,False
